EntityType,EntityID,EntityTitle,TargetType,TargetID,TargetTitle,SetID,Date,Created,Academic Year,URN,Borough,School Type - Education Phase,Type of School,Are they part of an academy (single/multi) or trust,Which academy/trust are they part of,Are they part of a cluster?,Which cluster are they a part of?,Does this School have a Nursery attached?,Percentage of pupils eligible for Free School Meals,Percentage of pupils eligible for pupil premium,IMD Decile,Ofsted rating,How much primary premium do they receive?,Is this School signed up to the Daily Mile?,If not signed up do they do a variant of the Daily Mile,Have they signed up for The Daily Mile Destinations?,Who is responsible for the operation of sports facilities at the school?,"Indoor facilities: Does your school have any of the following?
",Outdoor facilities: Does your school have any of the following?,Other outdoor please specify,Are their facilities open?,What facilities are open?,What facilities are not open to the public,Facility management,If facilities management is out-sourced who is the provider?,When are facilities open?,Overall facilities quality,"How are the facilities currently used outside of normal school hours?
",Who is responsible for opening and closing the facility for community use?,Other - Responsibility for opening and closing facilities,Have they been selected (term)?,Has this school opted into the Active Lives CYP Survey? ,Have they completed the survey,Does this school get involved with the School Games at Level 2?,What level of School Games mark has this school achieved? ,Has this school ever attended our Level 3 School Games events (in the past - pre 2018),Has this school ever attended Level 3 School Games (Post Sept 2018)?,Which level 3 competitions have they attended?,Has this School volunteered at the School Games or accessed DfE funding? ,Are any of their pupils involved in the YLOC?,Does this School have a Satellite Club attached?,Is this school compliant for Primary School Sport Premium? ,Why is the school non-compliant,Was the website analysed as part of the Primary School Sport Premium Mapping?,How much PESSPA do they receive?,Is this School part of Mentally Healthy Schools?,Is this school involved in any other projects?,Is this school a YST member school? ,Engagement with CPD,Part of School Sports Partnership,RAG Rating,Any other important notes,What providers do they use for sport and physical activity?
Group,1123,Orrell Holgate Academy,,0,,7048,17/12/2020 12:12,17/12/2020 12:39,2020/2021,143389,Wigan,Primary,Academy converter,Yes - Multi-academy trust,Greengate Academy Trust,,WOWS,No,11.80%,18.10%,6,Good,,No,Yes,,,,,,Yes,Artificial grass pitch,,,,,,,,,,,,,,,,,,,,,,,,,Premier League Primary Stars,,,,,"YEAR 1 TERM 2 - not completed
","Professional Sports Clubs, Trusts & Foundations|Private Coaching Company"
Group,343,Orrell Lamberhead Green Academy,,0,,7049,17/12/2020 12:12,17/12/2020 12:39,2020/2021,143388,Wigan,Primary,Academy converter,Yes - Multi-academy trust,Greengate Academy Trust,,WOWS,No,28.50%,31.30%,4,,,Yes,,,,,,,No,,Artificial grass pitch|Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",In house coach
Group,344,Orrell Newfold Community Primary School,,0,,7050,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106412,Wigan,Primary,Community school,,,,WOWS,Yes,7.10%,6.40%,9,Outstanding,,Yes,,,,,,,No,,Grass pitches,,,,,,,,Term 1,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 2 - completed

",In house coach
Group,742,Oswald Road Primary School,,0,,7051,17/12/2020 12:12,17/12/2020 12:39,2020/2021,131030,Manchester,Primary,Community school,,,,,Yes,9.30%,12.00%,6,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"Eve - governor
",
Group,516,Oulder Hill Community School and Language College,,0,,7052,17/12/2020 12:12,17/12/2020 12:39,2020/2021,105840,Rochdale,Secondary,Community school,,,,,No,17.20%,30.40%,1,Serious Weaknesses,,No,,,,,,,Some,Artificial grass pitch|Health and fitness suite|Sports hall|Squash courts|Studio|Swimming pool,Grass pitches,,,,,,,,Term 2,,,,,,,,,,Yes,,,,,Yes,,,,,,"YEAR 1 TERM 3 - Not Completed
Mental Health Pilot phase 4

",
Group,178,"Our Lady &amp; St Paul's RC Primary School, A Voluntary Academy",,0,,7053,17/12/2020 12:12,17/12/2020 12:39,2020/2021,147941,Rochdale,Primary,Academy sponsor led,Yes - Multi-academy trust,St Teresa of Calcutta Catholic Academy Trust,,,Yes,,28.00%,2,,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Partly engaged
Closed 30/09/20
Opened: 01/05/2020",
Group,345,Our Lady Immaculate Catholic Primary School,,0,,7054,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106489,Wigan,Primary,Voluntary aided school,,,,Ashton,No,15.40%,19.00%,8,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,662,Our Lady of Grace RC Primary School,,0,,7055,17/12/2020 12:12,17/12/2020 12:39,2020/2021,105345,Bury,Primary,Voluntary aided school,,,,,Yes,6.40%,10.50%,3,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,313,Our Lady of Lourdes Catholic Primary School,,0,,7056,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106346,Trafford,Primary,Voluntary aided school,,,,,Yes,44.20%,42.20%,3,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,612,Our Lady of Lourdes RC Primary School,,0,,7057,17/12/2020 12:12,17/12/2020 12:39,2020/2021,105245,Bolton,Primary,Voluntary aided school,,,,,Yes,12.70%,21.20%,2,Good,,No,Yes,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,62,"Our Lady of Lourdes Roman Catholic Primary School, Bury",,0,,7058,17/12/2020 12:12,17/12/2020 12:39,2020/2021,105337,Bury,Primary,Voluntary aided school,,,,,No,15.30%,18.60%,9,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Bikeability|Forest School,,,,,"YEAR 1 TERM 1 - not completed

",
Group,287,Our Lady of Mount Carmel Primary School,,0,,7059,17/12/2020 12:12,17/12/2020 12:39,2020/2021,131285,Tameside,Primary,Voluntary aided school,,,,,Yes,15.70%,24.20%,1,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Ambassadors,,,,,"
",In house coach
Group,1064,Our Lady of the Rosary RC Primary School,,0,,7060,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106358,Trafford,Primary,Voluntary aided school,,,,,Yes,3.80%,7.50%,5,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,253,Our Ladys Catholic Primary,,0,,7061,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106114,Stockport,Primary,Voluntary aided school,,,,,No,22.80%,26.60%,1,Good,,Yes,,,,,,,No,,Sports hall|Artificial grass pitch,,,,,,,,,,,,,,,,,,,,,,,,Intervention programmes|Be Inspired Programme,,,,,"
n",
Group,488,Our Lady's RC High School,,0,,7062,17/12/2020 12:12,17/12/2020 12:39,2020/2021,105576,Manchester,Secondary,Voluntary aided school,,,,,No,26.50%,55.70%,2,Good,,No,,Yes,Business Manager,Changing rooms accessible externally|Main sports hall (markings for at least 3 badminton courts)|Studio (often with mirrored wall and sprung floor),Artificial pitch (3G) with floodlights|Outdoor tennis/netball court(s)|Playing field|Sports pitch with markings,,Some,Artificial grass pitch|Grass pitches|Sports hall|Studio,,Managed in-house,,,Satisfactory - the facilities are generally sufficient to meet the needs of the schools and are fit-for-purpose. Some improvements or additions would be beneficial.,Sports clubs|Regular bookings (block bookings)|Private coaching,Other,Sports Centre Manager,,,,,,,,,,,Yes,,,,,Yes,Open Facilities|SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 3
 - Not completed

",
Group,346,Our Lady's RC Primary School,,0,,7063,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106490,Wigan,Primary,Voluntary aided school,,,,Aspull,No,13.20%,12.10%,3,Outstanding,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League Primary Stars,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,743,Our Lady's RC Primary School Manchester,,0,,7064,17/12/2020 12:12,17/12/2020 12:39,2020/2021,105543,Manchester,Primary,Voluntary aided school,,,,,Yes,30.80%,32.60%,3,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Facilities,,,,,"Facilities: Supported by Manchester Active to remain partially open for community use after Headteacher was concerned over income/deficit.  
",
Group,254,Outwood Primary,,0,,7065,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106094,Stockport,Primary,Community school,,,,,Yes,18.70%,28.00%,4,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Leadership|Assessment Support,,,,,"YEAR 1 TERM 1 - not completed

n",
Group,613,Oxford Grove Primary School,,0,,7066,17/12/2020 12:12,17/12/2020 12:39,2020/2021,105160,Bolton,Primary,Community school,,,,,Yes,31.70%,35.70%,2,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1299,OYY Lubavitch Boys School,,0,,7067,17/12/2020 12:12,17/12/2020 12:39,2020/2021,147787,Salford,PRU/Other,Other independent school,,,,,No,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group,1065,Park Road Academy Primary School,,0,,7068,17/12/2020 12:12,17/12/2020 12:40,2020/2021,136376,Trafford,Primary,Academy converter,Yes - Single-academy trust,Park Road Academy Primary School,,Wellington,Yes,1.60%,2.40%,10,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"
",Other
Group,1066,Park Road Primary School,,0,,7069,17/12/2020 12:12,17/12/2020 12:40,2020/2021,140142,Trafford,Primary,Academy converter,Yes - Single-academy trust,Park Road Sale Primary School,,,Yes,1.40%,2.10%,7,,,No,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"
",Other
Group,1221,Park School Teaching Service,,0,,7070,17/12/2020 12:12,17/12/2020 12:40,2020/2021,142719,Bolton,PRU/Other,Academy alternative provision converter,Yes - Multi-academy trust,The Bolton Impact Trust,,,Not applicable,30.80%,61.10%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,663,Park View Primary School,,0,,7071,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105307,Bury,Primary,Community school,,,,,Yes,18.10%,24.80%,4,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,Reserve,,,,,,,,,,,,,,,,Bikeability|Fuel & MOve,,,,,"Year 1 Term 3 -  not completed

",
Group,865,Parkfield Primary School,,0,,7072,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105799,Rochdale,Primary,Community school,,,,,No,25.00%,30.50%,2,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,347,Parklee Community Primary School,,0,,7073,17/12/2020 12:12,17/12/2020 12:40,2020/2021,106426,Wigan,Primary,Community school,,,,ATSA,Yes,14.20%,21.70%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 1
","Professional Sports Clubs, Trusts & Foundations|In house coach"
Group,103,Parkview Community Primary School,,0,,7074,17/12/2020 12:12,17/12/2020 12:40,2020/2021,135279,Manchester,Primary,Community school,,,,,Yes,42.20%,51.20%,1,Good,,Yes,,Yes,,,,,No,,Artificial grass pitch,,,,,,,,Term 2,,,,,,,,,,,,,,,,Active Families Project,,,,,,Private Coaching Company
Group,1021,Parochial Church of England Primary School,,0,,7075,17/12/2020 12:12,17/12/2020 12:40,2020/2021,146703,Tameside,Primary,Academy converter,Yes - Multi-academy trust,Forward As One Church of England Multi Academy Trust,,,Yes,25.80%,26.40%,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
New PE lead",Council - Sport Development Service
Group,472,Parrenthorn High School,,0,,7076,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105358,Bury,Secondary,Community school,,,,,No,19.40%,28.50%,2,Requires Improvement,,No,,,,,,,Some,Sports hall|Artificial grass pitch,Grass pitches,,,,,,,,Term 2,,,,,,,,,,Yes,,,,,,PSHE Hub,,,,,"YEAR 1 TERM 2
  - Not completed

",
Group,489,Parrs Wood High School,,0,,7077,17/12/2020 12:12,17/12/2020 12:40,2020/2021,143260,Manchester,Secondary,Academy converter,Yes - Multi-academy trust,Greater Manchester Learning Trust,,,No,22.80%,32.50%,3,Good,,No,,,,,,,Yes,Artificial grass pitch|Grass pitches|Sports hall|Studio|Tennis courts,,,,,,,,,Reserve,,,,,,,,,,Yes,,,,,Yes,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 2 - Not completed
",
Group,1067,Partington Central Academy,,0,,7078,17/12/2020 12:12,17/12/2020 12:40,2020/2021,143380,Trafford,Primary,Academy converter,Yes - Multi-academy trust,Deans Trust,,Broadoak,Yes,35.00%,43.50%,3,Good,,No,,,,,,,No,,Artificial grass pitch|Sports hall,,,,,,,,,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"
",Other
Group,63,Peel Brow School,,0,,7079,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105368,Bury,Primary,Foundation school,,,,,Yes,34.30%,36.20%,3,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",Council - Sport Development Service
Group,744,Peel Hall Primary School,,0,,7080,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105468,Manchester,Primary,Community school,,,,,Yes,44.80%,51.00%,1,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Change4Life,,,,,"YEAR 1 TERM 2
",
Group,914,Peel Hall Primary School,,0,,7081,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105913,Salford,Primary,Community school,,,,Little Hulton and Walkden,Yes,46.90%,57.70%,2,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Year 1 Term 2 - Not completed
",
Group,255,Penarth Group School,,0,,7082,17/12/2020 12:12,17/12/2020 12:40,2020/2021,135526,Stockport,SEND,Other independent school,,,,,No,,,4,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,378,Pennine House School,,0,,7083,17/12/2020 12:12,17/12/2020 12:40,2020/2021,143646,Bury,SEND,Other independent school,,,,,No,,,4,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Don?t engage",
Group,473,Philips High School,,0,,7084,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105360,Bury,Secondary,Community school,,,,,No,24.40%,36.40%,4,Good,,No,,,,,,,Yes,Artificial grass pitch|Grass pitches|Sports hall,,,,,,,,,Term 2,,,,,,,,,,Yes,,,,,Yes,PSHE Hub|SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 3 
- Not completed
Mental Health pilot phase 3
",
Group,1094,Pictor School,,0,,7085,17/12/2020 12:12,17/12/2020 12:40,2020/2021,142289,Trafford,SEND,Academy special converter,Yes - Multi-academy trust,The Sovereign Trust,,,Yes,22.00%,27.50%,10,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,745,Pike Fold Primary School,,0,,7086,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105470,Manchester,Primary,Community school,,,,,Yes,28.60%,35.50%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"YEAR 1 TERM 2 - not completed

",
Group,614,Pikes Lane Primary School,,0,,7087,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105161,Bolton,Primary,Community school,,,,,Yes,21.60%,29.40%,2,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active Families Project,,,,,"
",
Group,288,Pinfold Primary School,,0,,7088,17/12/2020 12:12,17/12/2020 12:40,2020/2021,106181,Tameside,Primary,Community school,,,,,Yes,38.30%,51.20%,1,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,Reserve,,,,,,,,,,,,,,,,Young Ambassadors,,,,,"YEAR 1 TERM 2 - not completed

",In house coach
Group,746,Pioneer House High School,,0,,7089,17/12/2020 12:12,17/12/2020 12:40,2020/2021,142893,Manchester,Primary,Free school special,Yes - Multi-academy trust,Prospere Learning Trust,,,No,63.90%,75.40%,1,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,PSHE Hub|Healthy Schools,,,,,"Special School, Mental Health Pilot phase 2
",
Group,747,Piper Hill High School,,0,,7090,17/12/2020 12:12,17/12/2020 12:40,2020/2021,141805,Manchester,SEND,Academy special converter,Yes - Multi-academy trust,Prospere Learning Trust,,,Not applicable,51.00%,54.00%,1,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1124,Platt Bridge Community Primary School,,0,,7091,17/12/2020 12:12,17/12/2020 12:40,2020/2021,139300,Wigan,Primary,Academy converter,Yes - Multi-academy trust,Community First Academy Trust,,North Wigan,Yes,38.80%,45.30%,1,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",In house coach
Group,748,Plymouth Grove Primary School,,0,,7092,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105443,Manchester,Primary,Community school,,,,,Yes,33.80%,37.60%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"YEAR 1 TERM 3 - not completed

",
Group,289,Poplar Street Primary School,,0,,7093,17/12/2020 12:12,17/12/2020 12:40,2020/2021,145706,Tameside,Primary,Academy converter,Yes - Multi-academy trust,Victorious Academies Trust,,,Yes,25.40%,26.30%,1,,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,Yes,Young Ambassadors,,,,,"Mental Health Pilot phase 2
Opted in Active Lives CYP - Year 3 Term 1


",In house coach
Group,256,Pownall Green Primary,,0,,7094,17/12/2020 12:12,17/12/2020 12:40,2020/2021,106089,Stockport,Primary,Community school,,,,,No,4.30%,4.30%,9,Outstanding,,Yes,,,,,,,Yes,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Yes,Leadership|Intervention programmes|PE Specialist Support|Assessment Support|Be Inspired Programme,,,,,"
n",
Group,27,Prestolee Primary School,,0,,7095,17/12/2020 12:12,17/12/2020 12:40,2020/2021,141915,Bolton,Primary,Academy converter,Yes - Multi-academy trust,Prestolee Multi Academy Trust,,,Yes,11.50%,16.70%,6,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 1 selected not completed
","Professional Sports Clubs, Trusts & Foundations"
Group,681,Prestwich Prep School,,0,,7096,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105997,Bury,Primary,Other independent school,,,,,Yes,,,6,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Don't engage",
Group,533,Priestnall School,,0,,7097,17/12/2020 12:12,17/12/2020 12:40,2020/2021,106133,Stockport,Secondary,Community school,,,,,No,7.40%,12.10%,7,Requires Improvement,,No,,,,,,,Yes,Grass pitches,,,,,,,,,Term 2,,,,,,,,,,Yes,,,,,,Congestion Project|PSHE Hub,,,,,"YEAR 1 TERM 3
 - Not completed

",
Group,205,Primrose Hill Primary School and Children's Centre,,0,,7098,17/12/2020 12:12,17/12/2020 12:40,2020/2021,129466,Salford,Primary,Community school,,,,Quays,Yes,35.60%,47.40%,1,Requires Improvement,,Yes,,Yes,,,,,Some,Sports hall,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YEAR 1 TERM 2 - Completed
2020 Case study - Premium 
",
Group,1300,Progress Schools - Stockport,,0,,7099,17/12/2020 12:12,17/12/2020 12:40,2020/2021,147235,Stockport,PRU/Other,Other independent school,,,,,No,,,1,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opened: 28/08/19,
Group,1288,Progress Schools Wigan,,0,,7100,17/12/2020 12:12,17/12/2020 12:40,2020/2021,145187,Wigan,PRU/Other,Other independent school,,,,,No,,,5,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opened: 16/01/2020,
Group,820,"Propps Hall Junior, Infant and Nursery",,0,,7101,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105663,Oldham,Primary,Community school,,,,South Oldham (Oasis/Failsworth),Yes,24.50%,31.40%,3,Outstanding,,No,,,Nominated Teacher,Activity hall (multi-purpose room e.g. assembly hall),Artificial pitch (sand based) without floodlights|Sports pitch with markings|Playing field|Outdoor tennis/netball court(s)|Outdoor hard surface area e.g playground (no sport specific markings)|Other outdoor facility (please specify),outdoor TOGO gym,No,,Artificial grass pitch,Managed in-house,,,"Good and meets the needs of the school the facilities are of good quality, modern, well-maintained, inviting and comfortably meet the needs of the school (and community, if applicable).",After school clubs|Sports clubs,Caretaker,,,,,,,,,,,,,,,,,,,,,,,"
Since the change in PE lead they enter very little",
Group,1293,Prospect House Specialist Support Primary School,,0,,7102,17/12/2020 12:12,17/12/2020 12:40,2020/2021,147885,Manchester,Primary|SEND,Free school special,Yes - Multi-academy trust,Prospere Learning Trust,,,Yes,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opened: 01/09/2020,
Group,257,Prospect Vale Primary School,,0,,7103,17/12/2020 12:12,17/12/2020 12:40,2020/2021,106071,Stockport,Primary,Community school,,,,,Yes,9.90%,13.30%,6,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intervention programmes|PE Specialist Support|Assessment Support,,,,,"
n",
Group,28,Queensbridge Primary School,,0,,7104,17/12/2020 12:12,17/12/2020 12:40,2020/2021,133925,Bolton,Primary,Community school,,,,,Yes,29.40%,39.30%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Bikeability,,,,,"
",SSP Offer
Group,970,Queensgate Primary School,,0,,7105,17/12/2020 12:12,17/12/2020 12:40,2020/2021,106072,Stockport,Primary,Community school,,,,,Yes,3.50%,5.30%,10,Outstanding,,No,,,,,,,Yes,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Yes,PE Specialist Support|Be Inspired Programme,,,,,"
n",
Group,749,Rack House Primary School,,0,,7106,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105448,Manchester,Primary,Community school,,,,,Yes,41.80%,51.40%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
",
Group,64,Radcliffe Hall Church of England/Methodist Controlled Primary School,,0,,7107,17/12/2020 12:12,17/12/2020 12:40,2020/2021,147159,Bury,Primary,Academy sponsor led,,,,,Yes,33.20%,42.50%,3,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",Council - Sport Development Service
Group,664,Radcliffe Primary School,,0,,7108,17/12/2020 12:12,17/12/2020 12:40,2020/2021,139999,Bury,Primary,Academy sponsor led,Yes - Multi-academy trust,Bury College Education Trust,,,Yes,47.80%,48.50%,1,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
",
Group,615,Raise Education and Wellbeing School,,0,,7109,17/12/2020 12:12,17/12/2020 12:40,2020/2021,143026,Bolton,PRU/Other,Other independent special school,,,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,750,Ravensbury Community School,,0,,7110,17/12/2020 12:12,17/12/2020 12:40,2020/2021,105449,Manchester,Primary,Community school,,,,,Yes,40.80%,47.90%,1,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"
",
Group,1022,Ravensfield Primary School,,0,,7111,17/12/2020 12:12,17/12/2020 12:40,2020/2021,134845,Tameside,Primary,Community school,,,,,Yes,32.40%,33.40%,2,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
New PE lead",Council - Sport Development Service
Group,549,Rayner Stephens High School (Astley Sports College 17),,0,,7112,17/12/2020 12:12,17/12/2020 12:41,2020/2021,144622,Tameside,Secondary,Academy sponsor led,Yes - Multi-academy trust,Aspire Plus Educational Trust,,,No,25.40%,42.20%,3,Serious Weaknesses,,No,,,Other (please specify),Activity hall (multi-purpose room e.g. assembly hall)|Changing rooms accessible externally|Health and fitness suite|Main sports hall (markings for at least 3 badminton courts)|Studio (often with mirrored wall and sprung floor),Artificial pitch (3G) with floodlights|Changing rooms accessible externally|Changing rooms accessible only via the school|Outdoor hard surface area e.g playground (no sport specific markings),,Yes,Artificial grass pitch|Grass pitches|Health and fitness suite|Sports hall|Studio,,Managed in-house,,After-School|Evenings|Other|School Holidays|Weekends,"Good and meets the needs of the school the facilities are of good quality, modern, well-maintained, inviting and comfortably meet the needs of the school (and community, if applicable).",After school clubs|Sports clubs|Regular bookings (block bookings)|Group exercise classes|Casual bookings (pay and play)|Private coaching,Other,Astley Sports Village Staff,Term 1,,,,,,,,,,Yes,,,,,Yes,Open Facilities|SE Secondary Teacher Training Programme|PSHE Hub,,,,,"YEAR 1 TERM 2
Gym is open from 06:00am for public use and also dual use from 09:00am with the school
 - Not completed
 Mental Health Pilot phase 3 


Faciltiites - Using as case study example for Sport England project (Gap engaging more pupils from the school)

School changing to a rust with ashton 6th form stamford turst

",
Group,29,Red Lane Primary School,,0,,7113,17/12/2020 12:12,17/12/2020 12:41,2020/2021,143030,Bolton,Primary,Academy converter,Yes - Multi-academy trust,Base Academy Trust,,,Yes,36.40%,57.60%,1,Good,,Yes,,,,,,,Yes,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"
","Professional Sports Clubs, Trusts & Foundations|Private Coaching Company"
Group,972,Reddish Hall School,,0,,7114,17/12/2020 12:12,17/12/2020 12:41,2020/2021,142536,Stockport,SEND,Other independent special school,,,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,534,Reddish Vale High School,,0,,7115,17/12/2020 12:12,17/12/2020 12:41,2020/2021,145133,Stockport,Secondary,Academy sponsor led,Yes - Multi-academy trust,South Manchester Learning Trust,,,No,28.00%,45.10%,4,,,No,,,,,,,Yes,Artificial grass pitch|Grass pitches|Studio|Swimming pool,,,,,,,,,Term 2,,,,,,,,,,Yes,,,,,,Congestion Project|PSHE Hub,,,,,"YEAR 1 TERM 2
 - Not completed

",
